id,Nome,Estado,Município Principal,Link
122,"RJ - Comunidade Quilombola da Ilha de Marambaia é pressionada pela Marinha, grupos acadêmicos e parte da imprensa com argumentos ambientalistas e preconceitos para sair de seu território, marco histórico do fim da escravidão no Estado",Rio de Janeiro, Mangaratiba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=122
123,PB - Barragem superfaturada e com fiscalização contratada pela empreiteira construtora rompe. Responsáveis culpam a natureza pelo rompimento.,Paraíba, Rio Tinto,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=123
124,"PB - Povo Potiguara sofre com a contaminação de seus rios, com a vulgarização de sua produção artesanal para o turismo e com a  convivência de crianças com lixão municipal.",Paraíba, Rio Tinto,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=124
125,PB - Projeto de Carcinicultura compromete meio ambiente e impede passagem de moradores por acesso tradicional,Paraíba, Santa Rita,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=125
126,"PB - Detenções, espancamentos e violência de policiais e pistoleiros não impede decretação de fazenda improdutiva para fins da reforma agrária",Paraíba, Pocinhos,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=126
127,PB - Moradores convivem com poluição industrial e são violentados com a perda de um rio tradicional,Paraíba, Bayeux,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=127
128,"PB - Feita às pressas, barragem de Acauã, remove 4500 pessoas, instaladas em assentamentos desprovidos de condições equiparadas à dos povoados inundados. Faltam serviços essenciais e demanda de trabalho para os reassentados. Indenizações miseráveis foram também desvalorizadas pelo atraso nos repasses.",Paraíba, São Miguel de Taip,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=128
129,"GO - Em Goiás, como em outros estados, o amianto continua a fazer novas vítimas, embora seu banimento seja um imperativo reconhecido internacionalmente ",Goiás, Minaçu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=129
130,GO - Vítimas do Césio 137 até hoje lutam pelo reconhecimento pleno de seus direitos,Goiás, Goiânia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=130
131,"GO - Povo indígena Avá-Canoeiro, reduzido a seis indivíduos que ainda aguardam a delimitação de suas terras, parcialmente inundadas por duas centrais elétricas",Goiás, Minaçu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=131
132,GO - Buridinas: Atividades irregulares e obras gvernamentais ameaçam a integridade do território deste povo indígena,Goiás, Aruanã,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=132
133,"GO - UHE Serra da Mesa desaloja e deixa desamparados povos indígenas, quilombolas, ribeirinhos, agricultores familiares e outros moradores em nome do ""progresso""",Goiás, Minaçu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=133
134,GO - Populações tradicionais e bóias-frias sofrem com trabalho degradante nas monoculturas de cana,Goiás, Turvelândia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=134
135,"GO - Desalojadas com violência de suas moradias precárias, famílias do Acampamento Sonho Real até hoje aguardam o cumprimento de todas as ?promessas? do TAC ",Goiás, Goiânia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=135
136,GO - Comunidade Kalunga: quilombolas ainda em busca da titulação plena e da reconquista de suas terras,Goiás, Teresina de Goiás,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=136
137,"AL - Ameaças de morte, associadas ao coronelismo midiático e político são enfrentados pelos Xukuri-Kariri em Palmeira dos Índios. Território Indígena foi finalmente demarcado pela Funai, mas aguarda sanção presidencial",Alagoas, Palmeira dos Índio,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=137
138,"AL - Longa luta da Comunidade Quilombola de Tabacaria, enfrentando ameaças de morte e a negligência de órgãos públicos na mesma região do Quilombo dos Palmares. Seu território foi o primeiro a ser reconhecido e delimitado no Estado de Alagoas",Alagoas, Palmeira dos Índio,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=138
139,"AL - Povo indígena Kalankó tem língua própria, mas ainda luta por ter sua identidade reconhecida, sua terra delimitada e sua comunidade assistida dignamente com saúde e educação",Alagoas, Mata Grande,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=139
140,"AL - Usineiros e políticos promovem trabalho em condições análogas à escravidão, na indústria da cana de açúcar",Alagoas, União dos Palmares,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=140
141,AL - Comunidade Quilombola de Gameleiro enfrenta Lixão criado pela prefeitura de Olho D'Água das Flores e consegue a suspensão da atividade que ainda  ameaça a saúde e sustentabilidade de seu território,Alagoas, Senador Rui Palmeir,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=141
142,AL - Povo Kariri-Xokó aguarda decisão da Justiça Federal sobre ampliação da sua Terra Indígena,Alagoas, São Brás,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=142
143,"AL - MST enfrente violência e ocupa estradas e órgãos públicos para vencer as elites rurais, cobrar justiça e conquistar infra-estrutura e serviços básicos para os assentamentos do Alto Sertão de Alagoas",Alagoas, São Brás,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=143
144,"AL - Isolados, doentes  e transformados em bóias-frias, após muita luta quilombolas de Filus começam a receber atenção",Alagoas, Santana do Mundaú,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=144
145,AL - Demagogia e realidade na transposição e no uso intensivo dos recursos naturais no Baixo São Francisco,Alagoas, Traipu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=145
146,RO - Terras Indígenas sofrem ameaças de garimpeiros,Rondônia, Guajará-Mirim,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=146
147,"RO - Conflito na Flona Bom Futuro ameaça agricultores, povos indígenas e seringueiros ",Rondônia, Porto Velho,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=147
148,RO - Financiamento do Banco Mundial para frigoríficos coloca em risco povos indígenas na Amazônia,Rondônia, Cacoal,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=148
149,RO - Terra Indígena Uru-Eu-Wau-Wau sofre invasões desde 1980,Rondônia, Monte Negro,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=149
150,"RO - Território do Povo Suruí está ameaçado por garimpeiros, madeireiros e pecuaristas ",Rondônia, Cacoal,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=150
151,RO - Hidrelétricas do Madeira ameaçam populações tradicionais e povos indígenas na Amazônia,Rondônia, Porto Velho,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=151
152,RO - Madeireiros ameaçam a Terra Indígena Karipuna,Rondônia, Nova Mamoré,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=152
153,RO - Longa história de conflitos do Povo Gavião,Rondônia, Ji-Paraná,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=153
154,RO - A terrível história dos Cinta Larga ,Rondônia, Porto Velho,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=154
155,AC - Atividades pretoleiras destroem a Amazônia e expulsam povos indígenas e populações tradicionais,ACRE, Cruzeiro do Sul,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=155
156,AC - Em Feijó e municípios vizinhos indígenas de quatro povos morrem por falta de assistência da Funasa,ACRE, Feijó,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=156
157,AC - Povo Yawanawa ameaçado pela BR-364 e por madeireira de apresentador de tevê,ACRE, Tarauacá,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=157
158,"
",ACRE, Tarauacá,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=158
159,"AC - 21 anos depois da morte de Chico Mendes, extrativistas continuam tendo que lutar por seus direitos em Xapuri ",ACRE, Xapuri,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=159
160,AC - Povo indígena Apolima-Arara em luta contra a própria Funai para garantir seus direitos,ACRE, Marechal Thaumaturg,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=160
161,AC - Queimadas no Acre são proibidas sob alguns protestos ,ACRE, Sena Madureira,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=161
162,AC - Agricultores familiares são transformados em trabalhadores escravos no Acre e também aliciados para o Amazonas,ACRE, Sena Madureira,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=162
163,PR - Quilombolas da Comunidade de Varzeão lutam desde 1999 pela retomada e regularização de suas terras,Paraná, Doutor Ulysses,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=163
164,"PR - Trabalhados rurais sem terra vencem luta contra empresa internacional de sementes transgênicas, após muita luta, violência e uma morte",Paraná, Santa Tereza do Oes,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=164
165,"PR - Mesmo enfrentando violências, a luta e as vitórias dos faxinalenses desemboca na sua integração a outras comunidades tradicionais",Paraná, São Mateus do Sul,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=165
166,"PR - Após 'prosperidade', exploração do chumbo e prata em Adrianópolis e adjacências gera passivo ambiental e contaminação ",Paraná, Adrianópolis,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=166
167,PR - População de Mauá da Serra impede implantação de usina recicladora de chumbo,Paraná, Mauá da Serra,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=167
168,"PR - Indústria fumageira utiliza ?sistema integrado? que torna reféns pequenos agricultores e seus filhos, além de expô-los ao envenenamento pelo tabaco",Paraná, Tunas do Paraná,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=168
169,"PR - Após 50 anos de luta, Povo Kaingang obtém vitória contra UH de Salto Apucaraninha, mas outra usina está em construção",Paraná, Tamarana,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=169
170,PR - Quilombolas da Invernada do Paiol de Telha: há mais de cem anos lutando por suas terras,Paraná, Três Barras do Par,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=170
171,PR - UHE de Tijuco Alto: privatizando e ameaçando cerca de 250 mil pessoas e uma das últimas reservas da Mata Atlântica,Paraná, Adrianópolis,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=171
172,PR - Povo da etnia Xetá: lutando para não desaparecer,Paraná, Umuarama,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=172
173,"PR - Povo Kaingang de Laranjeiras do Sul: há dois anos acampados perto de suas terras, esperando a demarcação e o reconhecimento de seus direitos",Paraná, Laranjeiras do Sul,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=173
174,"PR - A luta dos moradores contra o Aterro Sanitário de Caximba, que serve a 16 municípios e lança chorume na bacia do Rio Iguaçu",Paraná, Curitiba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=174
175,"PR - Acampamento Primeiros Passos, do MLST: ataques de milícias e lutas internas pelo poder causam violências, mortes e enfraquecem o movimento",Paraná, Cascavel,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=175
176,PR - Unidade de industrialização do xisto contamina bacia do Rio Iguaçu com resíduos tóxicos e põe em risco a saúde da população,Paraná, União da Vitória,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=176
177,"PR - UHE Mauá da Serra: luta de povos indígenas, ribeirinhos, moradores, movimentos sociais e entidades, apoiados pelo MPF, em defesa da Bacia do Rio Tibagi e de seus habitantes continua longe de chegar ao fim",Paraná, Telêmaco Borba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=177
178,PE - Usina de Açucar e Álcool deve ao INSS e é ocupada por movimentos de trabalhadores rurais em defesa da reforma agrária e da soberania alimentar ameaçada pela política exportadora de agrocombustíveis,Pernambuco, Ipojuca,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=178
179,PE - Ambiente impróprio de indústria farmacêutica e falta de atenção técnica pode ter sido causa de contaminação de soro responsável por várias mortes em hospitais de Recife e Fortaleza,Pernambuco, Recife,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=179
180,"PE - Disputas judiciais, lentidão e ineficiência governamental, violência fazem do Complexo Engenho Prado um verdadeiro Purgatório. Mas trabalhadores rurais não desistem.",Pernambuco, Tracunhaém,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=180
181,PE - Reação a pistoleiros resulta em mortes. Autoridades investigam atuação policial em milícias armadas e conflito fundiário continua em São Joaquim do Monte,Pernambuco, São Joaquim do Mon,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=181
182,"PE - Mulheres pagam o preço da maternidade, da discriminação, do desamparo previdenciário e da falta de identidade formal perante o Estado e a indústria canavieira pernambucana",Pernambuco, Santa Cruz da Baixa,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=182
183,"PE - Enquanto pescadores aguardam reserva extrativista, estuário do rio Sirinhaém assiste a desmandos de grupo usineiro, que promove a expulsão de famílias locais, derruba e queima casas, conta com apoio de policiais e processa relatores da Plataforma DhESCA Brasil.",Pernambuco, Sirinhaém,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=183
184,"PE - Aterro Sanitário Industrial ameaça pesca e a saúde pública na principal região pesqueira de Pernambuco, situada no Grande Recife. Pescadores protestam.",Pernambuco, Itapissuma,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=184
185,PE - Ameaça de fábrica de bebidas leva Estado de Pernambuco a licenciar aterro sanitário industrial a 25 metros do rio Arataca. Agricultores assentados protestam contra contaminação de mananciais e desvalorização de sua produção orgânica e terras.,Pernambuco, Goiana,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=185
186,PE - Deputado estadual Marco Barreto (PMN)  mantinha trabalhadores em condições análogas à escravidão e é condenado pela Justiça do Trabalho. ,Pernambuco, Igarassu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=186
187,"PE - Condições sociais, mortalidade infantil, conflitos políticos, territoriais e impactos socioambientais de depósitos e aterros sanitários de lixo metropolitano em Jaboatão dos Guararapes.",Pernambuco, Recife,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=187
188,"PE - Confusão judiciária, terras, interesses econômicos e ligações obscuras dividem povo Xuruku de Ororubá. Índios são condenados à prisão e pistoleiros permanecem impunes ou vivendo em regime semiaberto.",Pernambuco, Pesqueira,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=188
189,"PE - Povo Truká conquista território, mas convive com violência e megaprojetos dos ?donos? do São Francisco",Pernambuco, Recife,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=189
190,PE - Trabalho escravo e dilapidação ambientais,Pernambuco, Palmares,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=190
191,ES - Comunidade Quilombola de Retiro: aguardando demarcação e titulação para terem finalmente suas terras garantidas,Espirito Santo, Santa Leopoldina,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=191
192,ES - Comunidade de Paul em Vila Velha luta contra a ameaça de instalação de um terminal de recebimento e estocagem de soda cáustica,Espirito Santo, Vila Velha,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=192
193,ES - Moradores de Cachoeiro do Itapemirim lutam contra instalação de lixão para servir ao sul do estado,Espirito Santo, Cachoeiro de Itapem,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=193
194,"ES - Com sua herança reduzida a um-quarto, quilombolas de Araçatiba buscam reconhecimento e usam cultura para manter vivas as tradições",Espirito Santo, Viana,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=194
195,"ES - Comunidade de Graúna luta para ser reconhecida como Quilombola junto à Fundação Cultural Palmares, enquanto os serviços de saúde e saneamento continuam precários",Espirito Santo, Itapemirim,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=195
196,"ES - Quilombo de Sapê do Norte: reduzidos a 10%, em pessoas e território, continuam na luta pela titulação de suas terras",Espirito Santo, São Mateus,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=196
197,ES - Comunidade de São Domingos: quilombolas continuam perdendo a luta contra as monoculturas,Espirito Santo, Conceição da Barr,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=197
198,ES - Via Campesina e Movimento das Mulheres Camponesas em luta direta contra a monocultura do eucalipto,Espirito Santo, Aracruz,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=198
199,ES - Quilombolas de Linharinho: condenados a pedir para vender restos de madeira desprezados dentro de suas próprias terras ,Espirito Santo, Conceição da Barr,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=199
200,ES - Projeto de aterro sanitário ameaça nascentes e população do bairro Litorâneo,Espirito Santo, São Mateus,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=200
201,ES - Operários vitimados na indústria da celulose não recebem cuidados e ainda são ameaçados,Espirito Santo, São Mateus,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=201
202,"ES - Populações, ecossistemas e economia local são afetados pela construção da Ferrovia Litorânea Sul",Espirito Santo, Cariacica,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=202
203,"ES - Povos Tupinikim e Guarani: depois de expostos a verdadeiro genocídio, expulsos e humilhados, ainda lutam contra a burocracia para ter seus direitos garantidos",Espirito Santo, Aracruz,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=203
204,SC - Projeto de mineração de Fosfato gera insegurança sobre possível contaminação dos recursos hídricos e do solo em região vocacionada ao turismo e marcada pela agricultura orgânica e de subsistência familiar,Santa Catarina, Anitápolis,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=204
205,"SC - Resistência a projeto hidrelétrico é combatida com o uso da força policial, determinada pela justiça catarinense, a pedido do Ministério Público Estadual",Santa Catarina, Campos Novos,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=205
206,SC - Potencial de impacto de projeto hidrelétrico leva MAB e pequenos agricultores de região limítrofe de Santa Catarina e Rio Grande do Sul a bloquear reuniões dos empreendedores com prefeituras. Pesquisadores são impedidos de acessar pequenas propriedades rurais por temor de envolvimento com EIA-Rima.,Santa Catarina, São João do Oeste,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=206
207,"SC - Utilização de areia contaminada na construção de peças de concreto e asfalto empregados em vias públicas colocam sociedade civil em conflito com o governo de Santa Catarina, a Fiesc e a Fundição Tupy SA.",Santa Catarina, Joinville,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=207
208,SC - Poder arraigado da mineração carbonífera em Santa Catarina é empecilho à recuperação ambiental de áreas degradadas e cursos de água que sofrem os efeitos da acidificação. Crescimento da usinas termoelétricas é novo foco de poluição e consumo de carvão mineral.,Santa Catarina, Criciúma,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=208
209,"SC - Serra da Abelha: importante área de transição de Mata Atlântica para Florestas de Araucárias é defendida pela sociedade civil e por técnicos do ICMBio, mas continua sendo alvo da atividade de madeireiros, sob o olhar passivo das autoridades governamentais",Santa Catarina, Santa Terezinha,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=209
210,SC - Usina Termelétrica do Sul Catarinense dá sobrevida à mineração carbonífera em Santa Catarina. Ambientalistas temem pela protelação da degradação atmosférica e hídrica no Estado.,Santa Catarina, Treviso,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=210
211,"SC - Regularização fundiária da Comunidade Quilombola de Invernada dos Negros avança, para estancar os processos de subtração de terras no século XX, e apesar de políticos ruralistas do século XXI",Santa Catarina, Campos Novos,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=211
212,"SC - Quilombo de São Roque tem território reconhecido, mas ainda enfrenta resistência do ICMBio em ter seu território tradicional compabilizado com o manejo dos parques nacionais Aparados da Serra e Serra Geral",Santa Catarina, Praia Grande,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=212
213,SC - Comunidade Guarani de Morro dos Cavalos tem a garantia ao direito territorial protelada por ações na justiça e nos três níveis federados de governo. Ruralistas e grande imprensa vendem a ideia de índios ?estrangeiros? na terra que foi deles antes do descobrimento do Brasil pelos portugueses. ,Santa Catarina, Palhoça,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=213
214,"MG - Barragem de Berizal prejudica comunidades tradicionais da bacia do Rio Pardo,  no norte de Minas Gerais",Minas Gerais, Berizal,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=214
215,"MG - Violência contra Xakriabás prevalece até mesmo em município onde são maioria, em meio a assassinatos e obras de barragem que fazem aumentar a seca",Minas Gerais, São João das Miss,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=215
216,"MG - Irregularidades e afoiteza do governo no licenciamento da usina hidrelétrica de Irapé leva comunidades atingidas a sofrerem com reassentamento em terras inadequadas para a agricultura, com falta d'água e energia elétrica, várias vezes cortadas pela Cemig",Minas Gerais, Virgem da Lapa,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=216
217,"MG - Grilagem, jagunçagem e violência policial contra quilombolas de Brejo dos Crioulos. Comunidade aguarda titulação territorial para ter paz frente à opressão do latifúndio improdutivo.",Minas Gerais, Verdelândia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=217
218,"MG - Uma das maiores comunidades quilombolas de Minas Gerais, os remanescentes do Gorutuba lutam por direitos sociais e culturais e enfrentam há anos a usurpação territorial e a ação violenta de fazendeiros, muitas vezes auxiliados pela polícia",Minas Gerais, Porteirinha,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=218
219,"MG - Poluição ambiental grave e persistente, exposição crônica ao arsênio e outras substâncias tóxicas, além de expulsão de comunidades tradicionais, são algumas das consequências da extração de ouro a céu aberto em Paracatu",Minas Gerais, Paracatu,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=219
220,"MG - Estado protela arquivamento do pedido de licenciamento da Usina Hidrelétrica de Murta, no vale do Jequitinhonha ",Minas Gerais, Virgem da Lapa,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=220
221,MG - Desestruturação do INCRA em Minas Gerais e desconhecimento da Justiça sobre os direitos quilombolas prejudicam acesso da comunidade da Pontinha às suas terras tradicionais e a áreas de uso comum vitais para sua sobrevivência,Minas Gerais, Paraopeba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=221
222,MG - Licenciamento de PCH no rio Mucuri revela desconhecimento de autoridades estaduais sobre direitos quilombolas,Minas Gerais, Carlos Chagas,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=222
223,MG - Documentos sobre terras de remanescentes quilombolas são guardadas a sete chaves por Cartório de Serra do Salitre. Familiares que tentaram levantar o assunto nunca mais retornaram à comunidade de Theodora de Oliveira.,Minas Gerais, Serra do Salitre,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=223
224,"MG - Atividade de empresas de Mineração e Siderurgia, em Vazante e Três Marias, é foco importante da contaminação do rio São Francisco. Pescadores artesanais já denunciaram as graves consequências para as águas e peixes da região",Minas Gerais, Várzea da Palma,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=224
225,"MG - Findo o prazo de concessão de terras devolutas do Estado, empresas monocultoras de eucalipto mobilizam trabalhadores rurais e comunidades tradicionais pela titulação de terras que se voltem ao extrativismo e a atividades agrossilvopastoris. Há disputa e violência no embate com as empresas e seguranças do negócio carvoeiro",Minas Gerais, Rio Pardo de Minas,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=225
226,MG - Intervenção indiscriminada da monocultura de eucaliptos leva região a perder fontes tradicionais de água. Sobrevivência local torna-se insustentável e pequenos agricultores e moradores são levados a deixar região,Minas Gerais, Guaraciama,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=226
227,"MG - Região entre Curvelo e Três Marias sofre com a atividade de reflorestamento, com a pulverização de agrotóxicos e perdas substantivas de nascentes.",Minas Gerais, Felixlândia,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=227
228,"MG - Desertos Verdes na região de Curvelo expõem trabalhadores rurais a condições de trabalho indignas. Marginalização territorial de comunidades tradicionais, degradação e perda de recursos hídricos, exposição de mulheres a riscos de saúde, pelo manejo de agrotóxicos, são alguns dos problemas enfrentados na região. Empresas, especialmente vinculadas ao setor siderúrgico, vêem sendo autuadas pelo Ministério Público do Trabalho. ",Minas Gerais, Curvelo,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=228
229,"MG - Mineração e transposição de águas para grande empresa é licenciada de forma irregular pelos governos estadual e federal, condenando uma das áreas com patrimônio natural e cultural mais significativos de Minas Gerais ",Minas Gerais, Dom Joaquim,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=229
230,MG - O longo processo de reconhecimento do povo indígena Aranã. Áreas de recargas de aquíferos são ameaçadas por associação de fazendeiros a projetos de reflorestamento de eucalipto no vale do Jequitinhonha,Minas Gerais, Virgem da Lapa,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=230
231,"MG - Povo Maxakali sofre as consequências do ilhamento territorial e degradação ambiental, com alcoolismo que intensifica conflitos internos. Mortes de crianças e a grave situação social dos Maxacali levou o Ministério Público Federal a denunciar o Estado Brasileiro à Comissão Interamericana dos Direitos Humanos da OEA",Minas Gerais, Santa Helena de Min,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=231
232,"MG - Aimorés, cidade construída à beira do rio Doce tem seu rio suprimido da paisagem por obra de grandes empresas de Mineração e Siderurgia. Povo Krenak sequer foi consultado e considerado no EIA-Rima, em área que interfere em seu território. Parque com cavernas com inscrições rupestres com a memória da etnia teve áreas alagadas. 2000 famílias foram desalojadas pela represa. Pescadores também foram prejudicados pela obra, as mudanças ambientais e das espécies de peixes da região.",Minas Gerais, Resplendor,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=232
233,"MG - Conselho de Política Ambiental de Minas Gerais atropela rito de licenciamento e licencia instalação e operação da usina hidrelétrica Candonga, de interesse de grandes empresas de Mineração e Siderurgia, sem o cumprimento de várias condicionantes. Transformado em Monumento Natural, o rio Piranga, primeira denominação do rio Doce, está ameaçado por outras usinas e pequenas centrais hidrelétricas",Minas Gerais, Santa Cruz do Escal,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=233
234,MG - Rompimentos de barragens de rejeitos da Rio Pomba Mineração comprovam os riscos da atividade minerária para a sustentabilidade hídrica de Minas Gerais e estados à jusante das suas bacias hidrográficas,Minas Gerais, Muriaé,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=234
235,MG - Aliciamento de trabalhadores rurais nordestinos impõe condições degradantes de trabalho para a produção de cana-de-açúcar na região do Triângulo Mineiro,Minas Gerais, Uberaba,http://www.conflitoambiental.icict.fiocruz.br/index.php?pag=ficha&cod=235
